symbol,status,baseAsset,quoteAsset
ETHBTC,TRADING,ETH,BTC
LTCBTC,TRADING,LTC,BTC
BNBBTC,TRADING,BNB,BTC
NEOBTC,TRADING,NEO,BTC
QTUMETH,TRADING,QTUM,ETH
EOSETH,BREAK,EOS,ETH
SNTETH,BREAK,SNT,ETH
BNTETH,BREAK,BNT,ETH
BCCBTC,BREAK,BCC,BTC
GASBTC,TRADING,GAS,BTC
BNBETH,TRADING,BNB,ETH
BTCUSDT,TRADING,BTC,USDT
ETHUSDT,TRADING,ETH,USDT
HSRBTC,BREAK,HSR,BTC
OAXETH,BREAK,OAX,ETH
DNTETH,BREAK,DNT,ETH
MCOETH,BREAK,MCO,ETH
ICNETH,BREAK,ICN,ETH
MCOBTC,BREAK,MCO,BTC
WTCBTC,BREAK,WTC,BTC
WTCETH,BREAK,WTC,ETH
LRCBTC,TRADING,LRC,BTC
LRCETH,TRADING,LRC,ETH
QTUMBTC,TRADING,QTUM,BTC
YOYOBTC,BREAK,YOYO,BTC
OMGBTC,BREAK,OMG,BTC
OMGETH,BREAK,OMG,ETH
ZRXBTC,TRADING,ZRX,BTC
ZRXETH,BREAK,ZRX,ETH
STRATBTC,BREAK,STRAT,BTC
STRATETH,BREAK,STRAT,ETH
SNGLSBTC,BREAK,SNGLS,BTC
SNGLSETH,BREAK,SNGLS,ETH
BQXBTC,BREAK,BQX,BTC
BQXETH,BREAK,BQX,ETH
KNCBTC,TRADING,KNC,BTC
KNCETH,BREAK,KNC,ETH
FUNBTC,BREAK,FUN,BTC
FUNETH,BREAK,FUN,ETH
SNMBTC,BREAK,SNM,BTC
SNMETH,BREAK,SNM,ETH
NEOETH,BREAK,NEO,ETH
IOTABTC,TRADING,IOTA,BTC
IOTAETH,TRADING,IOTA,ETH
LINKBTC,TRADING,LINK,BTC
LINKETH,TRADING,LINK,ETH
XVGBTC,BREAK,XVG,BTC
XVGETH,TRADING,XVG,ETH
SALTBTC,BREAK,SALT,BTC
SALTETH,BREAK,SALT,ETH
MDABTC,BREAK,MDA,BTC
MDAETH,BREAK,MDA,ETH
MTLBTC,TRADING,MTL,BTC
MTLETH,BREAK,MTL,ETH
SUBBTC,BREAK,SUB,BTC
SUBETH,BREAK,SUB,ETH
EOSBTC,BREAK,EOS,BTC
SNTBTC,BREAK,SNT,BTC
ETCETH,TRADING,ETC,ETH
ETCBTC,TRADING,ETC,BTC
MTHBTC,BREAK,MTH,BTC
MTHETH,BREAK,MTH,ETH
ENGBTC,BREAK,ENG,BTC
ENGETH,BREAK,ENG,ETH
DNTBTC,BREAK,DNT,BTC
ZECBTC,TRADING,ZEC,BTC
ZECETH,TRADING,ZEC,ETH
BNTBTC,BREAK,BNT,BTC
ASTBTC,BREAK,AST,BTC
ASTETH,BREAK,AST,ETH
DASHBTC,TRADING,DASH,BTC
DASHETH,TRADING,DASH,ETH
OAXBTC,BREAK,OAX,BTC
ICNBTC,BREAK,ICN,BTC
BTGBTC,BREAK,BTG,BTC
BTGETH,BREAK,BTG,ETH
EVXBTC,BREAK,EVX,BTC
EVXETH,BREAK,EVX,ETH
REQBTC,TRADING,REQ,BTC
REQETH,BREAK,REQ,ETH
VIBBTC,BREAK,VIB,BTC
VIBETH,BREAK,VIB,ETH
HSRETH,BREAK,HSR,ETH
TRXBTC,TRADING,TRX,BTC
TRXETH,TRADING,TRX,ETH
POWRBTC,TRADING,POWR,BTC
POWRETH,TRADING,POWR,ETH
ARKBTC,BREAK,ARK,BTC
ARKETH,BREAK,ARK,ETH
YOYOETH,BREAK,YOYO,ETH
XRPBTC,TRADING,XRP,BTC
XRPETH,TRADING,XRP,ETH
MODBTC,BREAK,MOD,BTC
MODETH,BREAK,MOD,ETH
ENJBTC,TRADING,ENJ,BTC
ENJETH,BREAK,ENJ,ETH
STORJBTC,TRADING,STORJ,BTC
STORJETH,BREAK,STORJ,ETH
BNBUSDT,TRADING,BNB,USDT
VENBNB,BREAK,VEN,BNB
YOYOBNB,BREAK,YOYO,BNB
POWRBNB,BREAK,POWR,BNB
VENBTC,BREAK,VEN,BTC
VENETH,BREAK,VEN,ETH
KMDBTC,BREAK,KMD,BTC
KMDETH,BREAK,KMD,ETH
NULSBNB,BREAK,NULS,BNB
RCNBTC,BREAK,RCN,BTC
RCNETH,BREAK,RCN,ETH
RCNBNB,BREAK,RCN,BNB
NULSBTC,BREAK,NULS,BTC
NULSETH,BREAK,NULS,ETH
RDNBTC,BREAK,RDN,BTC
RDNETH,BREAK,RDN,ETH
RDNBNB,BREAK,RDN,BNB
XMRBTC,BREAK,XMR,BTC
XMRETH,BREAK,XMR,ETH
DLTBNB,BREAK,DLT,BNB
WTCBNB,BREAK,WTC,BNB
DLTBTC,BREAK,DLT,BTC
DLTETH,BREAK,DLT,ETH
AMBBTC,BREAK,AMB,BTC
AMBETH,BREAK,AMB,ETH
AMBBNB,BREAK,AMB,BNB
BCCETH,BREAK,BCC,ETH
BCCUSDT,BREAK,BCC,USDT
BCCBNB,BREAK,BCC,BNB
BATBTC,TRADING,BAT,BTC
BATETH,BREAK,BAT,ETH
BATBNB,BREAK,BAT,BNB
BCPTBTC,BREAK,BCPT,BTC
BCPTETH,BREAK,BCPT,ETH
BCPTBNB,BREAK,BCPT,BNB
ARNBTC,BREAK,ARN,BTC
ARNETH,BREAK,ARN,ETH
GVTBTC,BREAK,GVT,BTC
GVTETH,BREAK,GVT,ETH
CDTBTC,BREAK,CDT,BTC
CDTETH,BREAK,CDT,ETH
GXSBTC,BREAK,GXS,BTC
GXSETH,BREAK,GXS,ETH
NEOUSDT,TRADING,NEO,USDT
NEOBNB,BREAK,NEO,BNB
POEBTC,BREAK,POE,BTC
POEETH,BREAK,POE,ETH
QSPBTC,BREAK,QSP,BTC
QSPETH,BREAK,QSP,ETH
QSPBNB,BREAK,QSP,BNB
BTSBTC,BREAK,BTS,BTC
BTSETH,BREAK,BTS,ETH
BTSBNB,BREAK,BTS,BNB
XZCBTC,BREAK,XZC,BTC
XZCETH,BREAK,XZC,ETH
XZCBNB,BREAK,XZC,BNB
LSKBTC,TRADING,LSK,BTC
LSKETH,BREAK,LSK,ETH
LSKBNB,BREAK,LSK,BNB
TNTBTC,BREAK,TNT,BTC
TNTETH,BREAK,TNT,ETH
FUELBTC,BREAK,FUEL,BTC
FUELETH,BREAK,FUEL,ETH
MANABTC,TRADING,MANA,BTC
MANAETH,TRADING,MANA,ETH
BCDBTC,BREAK,BCD,BTC
BCDETH,BREAK,BCD,ETH
DGDBTC,BREAK,DGD,BTC
DGDETH,BREAK,DGD,ETH
IOTABNB,BREAK,IOTA,BNB
ADXBTC,TRADING,ADX,BTC
ADXETH,TRADING,ADX,ETH
ADXBNB,BREAK,ADX,BNB
ADABTC,TRADING,ADA,BTC
ADAETH,TRADING,ADA,ETH
PPTBTC,BREAK,PPT,BTC
PPTETH,BREAK,PPT,ETH
CMTBTC,BREAK,CMT,BTC
CMTETH,BREAK,CMT,ETH
CMTBNB,BREAK,CMT,BNB
XLMBTC,TRADING,XLM,BTC
XLMETH,TRADING,XLM,ETH
XLMBNB,BREAK,XLM,BNB
CNDBTC,BREAK,CND,BTC
CNDETH,BREAK,CND,ETH
CNDBNB,BREAK,CND,BNB
LENDBTC,BREAK,LEND,BTC
LENDETH,BREAK,LEND,ETH
WABIBTC,BREAK,WABI,BTC
WABIETH,BREAK,WABI,ETH
WABIBNB,BREAK,WABI,BNB
LTCETH,TRADING,LTC,ETH
LTCUSDT,TRADING,LTC,USDT
LTCBNB,TRADING,LTC,BNB
TNBBTC,BREAK,TNB,BTC
TNBETH,BREAK,TNB,ETH
WAVESBTC,BREAK,WAVES,BTC
WAVESETH,BREAK,WAVES,ETH
WAVESBNB,BREAK,WAVES,BNB
GTOBTC,BREAK,GTO,BTC
GTOETH,BREAK,GTO,ETH
GTOBNB,BREAK,GTO,BNB
ICXBTC,TRADING,ICX,BTC
ICXETH,BREAK,ICX,ETH
ICXBNB,BREAK,ICX,BNB
OSTBTC,BREAK,OST,BTC
OSTETH,BREAK,OST,ETH
OSTBNB,BREAK,OST,BNB
ELFBTC,BREAK,ELF,BTC
ELFETH,BREAK,ELF,ETH
AIONBTC,BREAK,AION,BTC
AIONETH,BREAK,AION,ETH
AIONBNB,BREAK,AION,BNB
NEBLBTC,BREAK,NEBL,BTC
NEBLBNB,BREAK,NEBL,BNB
BRDBTC,BREAK,BRD,BTC
BRDETH,BREAK,BRD,ETH
BRDBNB,BREAK,BRD,BNB
MCOBNB,BREAK,MCO,BNB
EDOBTC,BREAK,EDO,BTC
EDOETH,BREAK,EDO,ETH
WINGSBTC,BREAK,WINGS,BTC
WINGSETH,BREAK,WINGS,ETH
NAVBTC,BREAK,NAV,BTC
NAVETH,BREAK,NAV,ETH
NAVBNB,BREAK,NAV,BNB
LUNBTC,BREAK,LUN,BTC
LUNETH,BREAK,LUN,ETH
TRIGBTC,BREAK,TRIG,BTC
TRIGETH,BREAK,TRIG,ETH
TRIGBNB,BREAK,TRIG,BNB
APPCBTC,BREAK,APPC,BTC
APPCETH,BREAK,APPC,ETH
APPCBNB,BREAK,APPC,BNB
VIBEBTC,BREAK,VIBE,BTC
VIBEETH,BREAK,VIBE,ETH
RLCBTC,TRADING,RLC,BTC
RLCETH,TRADING,RLC,ETH
RLCBNB,BREAK,RLC,BNB
INSBTC,BREAK,INS,BTC
INSETH,BREAK,INS,ETH
PIVXBTC,TRADING,PIVX,BTC
PIVXBNB,BREAK,PIVX,BNB
IOSTBTC,BREAK,IOST,BTC
IOSTETH,BREAK,IOST,ETH
CHATBTC,BREAK,CHAT,BTC
CHATETH,BREAK,CHAT,ETH
STEEMBTC,TRADING,STEEM,BTC
STEEMETH,TRADING,STEEM,ETH
STEEMBNB,BREAK,STEEM,BNB
NANOBTC,BREAK,NANO,BTC
NANOETH,BREAK,NANO,ETH
NANOBNB,BREAK,NANO,BNB
VIABTC,BREAK,VIA,BTC
VIAETH,BREAK,VIA,ETH
VIABNB,BREAK,VIA,BNB
BLZBTC,BREAK,BLZ,BTC
BLZETH,BREAK,BLZ,ETH
BLZBNB,BREAK,BLZ,BNB
AEBTC,BREAK,AE,BTC
AEETH,BREAK,AE,ETH
AEBNB,BREAK,AE,BNB
RPXBTC,BREAK,RPX,BTC
RPXETH,BREAK,RPX,ETH
RPXBNB,BREAK,RPX,BNB
NCASHBTC,BREAK,NCASH,BTC
NCASHETH,BREAK,NCASH,ETH
NCASHBNB,BREAK,NCASH,BNB
POABTC,BREAK,POA,BTC
POAETH,BREAK,POA,ETH
POABNB,BREAK,POA,BNB
ZILBTC,BREAK,ZIL,BTC
ZILETH,TRADING,ZIL,ETH
ZILBNB,BREAK,ZIL,BNB
ONTBTC,TRADING,ONT,BTC
ONTETH,BREAK,ONT,ETH
ONTBNB,BREAK,ONT,BNB
STORMBTC,BREAK,STORM,BTC
STORMETH,BREAK,STORM,ETH
STORMBNB,BREAK,STORM,BNB
QTUMBNB,BREAK,QTUM,BNB
QTUMUSDT,TRADING,QTUM,USDT
XEMBTC,BREAK,XEM,BTC
XEMETH,BREAK,XEM,ETH
XEMBNB,BREAK,XEM,BNB
WANBTC,TRADING,WAN,BTC
WANETH,BREAK,WAN,ETH
WANBNB,BREAK,WAN,BNB
WPRBTC,BREAK,WPR,BTC
WPRETH,BREAK,WPR,ETH
QLCBTC,BREAK,QLC,BTC
QLCETH,BREAK,QLC,ETH
SYSBTC,TRADING,SYS,BTC
SYSETH,BREAK,SYS,ETH
SYSBNB,BREAK,SYS,BNB
QLCBNB,BREAK,QLC,BNB
GRSBTC,BREAK,GRS,BTC
GRSETH,BREAK,GRS,ETH
ADAUSDT,TRADING,ADA,USDT
ADABNB,TRADING,ADA,BNB
CLOAKBTC,BREAK,CLOAK,BTC
CLOAKETH,BREAK,CLOAK,ETH
GNTBTC,BREAK,GNT,BTC
GNTETH,BREAK,GNT,ETH
GNTBNB,BREAK,GNT,BNB
LOOMBTC,BREAK,LOOM,BTC
LOOMETH,BREAK,LOOM,ETH
LOOMBNB,BREAK,LOOM,BNB
XRPUSDT,TRADING,XRP,USDT
BCNBTC,BREAK,BCN,BTC
BCNETH,BREAK,BCN,ETH
BCNBNB,BREAK,BCN,BNB
REPBTC,BREAK,REP,BTC
REPBNB,BREAK,REP,BNB
BTCTUSD,TRADING,BTC,TUSD
TUSDBTC,BREAK,TUSD,BTC
ETHTUSD,TRADING,ETH,TUSD
TUSDETH,BREAK,TUSD,ETH
TUSDBNB,BREAK,TUSD,BNB
ZENBTC,TRADING,ZEN,BTC
ZENETH,BREAK,ZEN,ETH
ZENBNB,BREAK,ZEN,BNB
SKYBTC,BREAK,SKY,BTC
SKYETH,BREAK,SKY,ETH
SKYBNB,BREAK,SKY,BNB
EOSUSDT,BREAK,EOS,USDT
EOSBNB,BREAK,EOS,BNB
CVCBTC,BREAK,CVC,BTC
CVCETH,BREAK,CVC,ETH
CVCBNB,BREAK,CVC,BNB
THETABTC,TRADING,THETA,BTC
THETAETH,BREAK,THETA,ETH
THETABNB,BREAK,THETA,BNB
XRPBNB,TRADING,XRP,BNB
TUSDUSDT,TRADING,TUSD,USDT
IOTAUSDT,TRADING,IOTA,USDT
XLMUSDT,TRADING,XLM,USDT
IOTXBTC,TRADING,IOTX,BTC
IOTXETH,TRADING,IOTX,ETH
QKCBTC,BREAK,QKC,BTC
QKCETH,BREAK,QKC,ETH
AGIBTC,BREAK,AGI,BTC
AGIETH,BREAK,AGI,ETH
AGIBNB,BREAK,AGI,BNB
NXSBTC,BREAK,NXS,BTC
NXSETH,BREAK,NXS,ETH
NXSBNB,BREAK,NXS,BNB
ENJBNB,BREAK,ENJ,BNB
DATABTC,TRADING,DATA,BTC
DATAETH,BREAK,DATA,ETH
ONTUSDT,TRADING,ONT,USDT
TRXBNB,TRADING,TRX,BNB
TRXUSDT,TRADING,TRX,USDT
ETCUSDT,TRADING,ETC,USDT
ETCBNB,TRADING,ETC,BNB
ICXUSDT,TRADING,ICX,USDT
SCBTC,BREAK,SC,BTC
SCETH,TRADING,SC,ETH
NPXSBTC,BREAK,NPXS,BTC
NPXSETH,BREAK,NPXS,ETH
VENUSDT,BREAK,VEN,USDT
KEYBTC,BREAK,KEY,BTC
KEYETH,BREAK,KEY,ETH
NASBTC,BREAK,NAS,BTC
NASETH,BREAK,NAS,ETH
NASBNB,BREAK,NAS,BNB
MFTBTC,BREAK,MFT,BTC
MFTETH,BREAK,MFT,ETH
MFTBNB,BREAK,MFT,BNB
DENTBTC,BREAK,DENT,BTC
DENTETH,TRADING,DENT,ETH
ARDRBTC,TRADING,ARDR,BTC
ARDRETH,BREAK,ARDR,ETH
ARDRBNB,BREAK,ARDR,BNB
NULSUSDT,BREAK,NULS,USDT
HOTBTC,BREAK,HOT,BTC
HOTETH,TRADING,HOT,ETH
VETBTC,TRADING,VET,BTC
VETETH,TRADING,VET,ETH
VETUSDT,TRADING,VET,USDT
VETBNB,TRADING,VET,BNB
DOCKBTC,BREAK,DOCK,BTC
DOCKETH,BREAK,DOCK,ETH
POLYBTC,BREAK,POLY,BTC
POLYBNB,BREAK,POLY,BNB
PHXBTC,BREAK,PHX,BTC
PHXETH,BREAK,PHX,ETH
PHXBNB,BREAK,PHX,BNB
HCBTC,BREAK,HC,BTC
HCETH,BREAK,HC,ETH
GOBTC,BREAK,GO,BTC
GOBNB,BREAK,GO,BNB
PAXBTC,BREAK,PAX,BTC
PAXBNB,BREAK,PAX,BNB
PAXUSDT,BREAK,PAX,USDT
PAXETH,BREAK,PAX,ETH
RVNBTC,TRADING,RVN,BTC
DCRBTC,BREAK,DCR,BTC
DCRBNB,BREAK,DCR,BNB
USDCBNB,BREAK,USDC,BNB
MITHBTC,BREAK,MITH,BTC
MITHBNB,BREAK,MITH,BNB
BCHABCBTC,BREAK,BCHABC,BTC
BCHSVBTC,BREAK,BCHSV,BTC
BCHABCUSDT,BREAK,BCHABC,USDT
BCHSVUSDT,BREAK,BCHSV,USDT
BNBPAX,BREAK,BNB,PAX
BTCPAX,BREAK,BTC,PAX
ETHPAX,BREAK,ETH,PAX
XRPPAX,BREAK,XRP,PAX
EOSPAX,BREAK,EOS,PAX
XLMPAX,BREAK,XLM,PAX
RENBTC,BREAK,REN,BTC
RENBNB,BREAK,REN,BNB
BNBTUSD,TRADING,BNB,TUSD
XRPTUSD,TRADING,XRP,TUSD
EOSTUSD,BREAK,EOS,TUSD
XLMTUSD,BREAK,XLM,TUSD
BNBUSDC,TRADING,BNB,USDC
BTCUSDC,TRADING,BTC,USDC
ETHUSDC,TRADING,ETH,USDC
XRPUSDC,TRADING,XRP,USDC
EOSUSDC,BREAK,EOS,USDC
XLMUSDC,TRADING,XLM,USDC
USDCUSDT,TRADING,USDC,USDT
ADATUSD,BREAK,ADA,TUSD
TRXTUSD,BREAK,TRX,TUSD
NEOTUSD,BREAK,NEO,TUSD
TRXXRP,TRADING,TRX,XRP
XZCXRP,BREAK,XZC,XRP
PAXTUSD,BREAK,PAX,TUSD
USDCTUSD,BREAK,USDC,TUSD
USDCPAX,BREAK,USDC,PAX
LINKUSDT,TRADING,LINK,USDT
LINKTUSD,BREAK,LINK,TUSD
LINKPAX,BREAK,LINK,PAX
LINKUSDC,TRADING,LINK,USDC
WAVESUSDT,BREAK,WAVES,USDT
WAVESTUSD,BREAK,WAVES,TUSD
WAVESPAX,BREAK,WAVES,PAX
WAVESUSDC,BREAK,WAVES,USDC
BCHABCTUSD,BREAK,BCHABC,TUSD
BCHABCPAX,BREAK,BCHABC,PAX
BCHABCUSDC,BREAK,BCHABC,USDC
BCHSVTUSD,BREAK,BCHSV,TUSD
BCHSVPAX,BREAK,BCHSV,PAX
BCHSVUSDC,BREAK,BCHSV,USDC
LTCTUSD,BREAK,LTC,TUSD
LTCPAX,BREAK,LTC,PAX
LTCUSDC,TRADING,LTC,USDC
TRXPAX,BREAK,TRX,PAX
TRXUSDC,TRADING,TRX,USDC
BTTBTC,BREAK,BTT,BTC
BTTBNB,BREAK,BTT,BNB
BTTUSDT,BREAK,BTT,USDT
BNBUSDS,BREAK,BNB,USDS
BTCUSDS,BREAK,BTC,USDS
USDSUSDT,BREAK,USDS,USDT
USDSPAX,BREAK,USDS,PAX
USDSTUSD,BREAK,USDS,TUSD
USDSUSDC,BREAK,USDS,USDC
BTTPAX,BREAK,BTT,PAX
BTTTUSD,BREAK,BTT,TUSD
BTTUSDC,BREAK,BTT,USDC
ONGBNB,BREAK,ONG,BNB
ONGBTC,TRADING,ONG,BTC
ONGUSDT,TRADING,ONG,USDT
HOTBNB,BREAK,HOT,BNB
HOTUSDT,TRADING,HOT,USDT
ZILUSDT,TRADING,ZIL,USDT
ZRXBNB,BREAK,ZRX,BNB
ZRXUSDT,TRADING,ZRX,USDT
FETBNB,TRADING,FET,BNB
FETBTC,TRADING,FET,BTC
FETUSDT,TRADING,FET,USDT
BATUSDT,TRADING,BAT,USDT
XMRBNB,BREAK,XMR,BNB
XMRUSDT,BREAK,XMR,USDT
ZECBNB,BREAK,ZEC,BNB
ZECUSDT,TRADING,ZEC,USDT
ZECPAX,BREAK,ZEC,PAX
ZECTUSD,BREAK,ZEC,TUSD
ZECUSDC,BREAK,ZEC,USDC
IOSTUSDT,TRADING,IOST,USDT
CELRBNB,BREAK,CELR,BNB
CELRBTC,BREAK,CELR,BTC
CELRUSDT,TRADING,CELR,USDT
ADAPAX,BREAK,ADA,PAX
ADAUSDC,TRADING,ADA,USDC
NEOPAX,BREAK,NEO,PAX
NEOUSDC,TRADING,NEO,USDC
DASHBNB,BREAK,DASH,BNB
DASHUSDT,TRADING,DASH,USDT
NANOUSDT,BREAK,NANO,USDT
OMGBNB,BREAK,OMG,BNB
OMGUSDT,BREAK,OMG,USDT
THETAUSDT,TRADING,THETA,USDT
ENJUSDT,TRADING,ENJ,USDT
MITHUSDT,BREAK,MITH,USDT
MATICBNB,BREAK,MATIC,BNB
MATICBTC,BREAK,MATIC,BTC
MATICUSDT,BREAK,MATIC,USDT
ATOMBNB,BREAK,ATOM,BNB
ATOMBTC,TRADING,ATOM,BTC
ATOMUSDT,TRADING,ATOM,USDT
ATOMUSDC,TRADING,ATOM,USDC
ATOMPAX,BREAK,ATOM,PAX
ATOMTUSD,BREAK,ATOM,TUSD
ETCUSDC,BREAK,ETC,USDC
ETCPAX,BREAK,ETC,PAX
ETCTUSD,BREAK,ETC,TUSD
BATUSDC,BREAK,BAT,USDC
BATPAX,BREAK,BAT,PAX
BATTUSD,BREAK,BAT,TUSD
PHBBNB,BREAK,PHB,BNB
PHBBTC,TRADING,PHB,BTC
PHBUSDC,BREAK,PHB,USDC
PHBTUSD,BREAK,PHB,TUSD
PHBPAX,BREAK,PHB,PAX
TFUELBNB,BREAK,TFUEL,BNB
TFUELBTC,TRADING,TFUEL,BTC
TFUELUSDT,TRADING,TFUEL,USDT
TFUELUSDC,BREAK,TFUEL,USDC
TFUELTUSD,BREAK,TFUEL,TUSD
TFUELPAX,BREAK,TFUEL,PAX
ONEBNB,BREAK,ONE,BNB
ONEBTC,BREAK,ONE,BTC
ONEUSDT,TRADING,ONE,USDT
ONETUSD,BREAK,ONE,TUSD
ONEPAX,BREAK,ONE,PAX
ONEUSDC,BREAK,ONE,USDC
FTMBNB,BREAK,FTM,BNB
FTMBTC,BREAK,FTM,BTC
FTMUSDT,BREAK,FTM,USDT
FTMTUSD,BREAK,FTM,TUSD
FTMPAX,BREAK,FTM,PAX
FTMUSDC,BREAK,FTM,USDC
BTCBBTC,BREAK,BTCB,BTC
BCPTTUSD,BREAK,BCPT,TUSD
BCPTPAX,BREAK,BCPT,PAX
BCPTUSDC,BREAK,BCPT,USDC
ALGOBNB,BREAK,ALGO,BNB
ALGOBTC,TRADING,ALGO,BTC
ALGOUSDT,TRADING,ALGO,USDT
ALGOTUSD,BREAK,ALGO,TUSD
ALGOPAX,BREAK,ALGO,PAX
ALGOUSDC,TRADING,ALGO,USDC
USDSBUSDT,BREAK,USDSB,USDT
USDSBUSDS,BREAK,USDSB,USDS
GTOUSDT,BREAK,GTO,USDT
GTOPAX,BREAK,GTO,PAX
GTOTUSD,BREAK,GTO,TUSD
GTOUSDC,BREAK,GTO,USDC
ERDBNB,BREAK,ERD,BNB
ERDBTC,BREAK,ERD,BTC
ERDUSDT,BREAK,ERD,USDT
ERDPAX,BREAK,ERD,PAX
ERDUSDC,BREAK,ERD,USDC
DOGEBNB,BREAK,DOGE,BNB
DOGEBTC,TRADING,DOGE,BTC
DOGEUSDT,TRADING,DOGE,USDT
DOGEPAX,BREAK,DOGE,PAX
DOGEUSDC,TRADING,DOGE,USDC
DUSKBNB,BREAK,DUSK,BNB
DUSKBTC,TRADING,DUSK,BTC
DUSKUSDT,TRADING,DUSK,USDT
DUSKUSDC,BREAK,DUSK,USDC
DUSKPAX,BREAK,DUSK,PAX
BGBPUSDC,BREAK,BGBP,USDC
ANKRBNB,BREAK,ANKR,BNB
ANKRBTC,TRADING,ANKR,BTC
ANKRUSDT,TRADING,ANKR,USDT
ANKRTUSD,BREAK,ANKR,TUSD
ANKRPAX,BREAK,ANKR,PAX
ANKRUSDC,BREAK,ANKR,USDC
ONTPAX,BREAK,ONT,PAX
ONTUSDC,TRADING,ONT,USDC
WINBNB,BREAK,WIN,BNB
WINBTC,BREAK,WIN,BTC
WINUSDT,TRADING,WIN,USDT
WINUSDC,BREAK,WIN,USDC
COSBNB,BREAK,COS,BNB
COSBTC,BREAK,COS,BTC
COSUSDT,TRADING,COS,USDT
TUSDBTUSD,BREAK,TUSDB,TUSD
NPXSUSDT,BREAK,NPXS,USDT
NPXSUSDC,BREAK,NPXS,USDC
COCOSBNB,BREAK,COCOS,BNB
COCOSBTC,BREAK,COCOS,BTC
COCOSUSDT,BREAK,COCOS,USDT
MTLUSDT,TRADING,MTL,USDT
TOMOBNB,BREAK,TOMO,BNB
TOMOBTC,BREAK,TOMO,BTC
TOMOUSDT,BREAK,TOMO,USDT
TOMOUSDC,BREAK,TOMO,USDC
PERLBNB,BREAK,PERL,BNB
PERLBTC,BREAK,PERL,BTC
PERLUSDC,BREAK,PERL,USDC
PERLUSDT,BREAK,PERL,USDT
DENTUSDT,TRADING,DENT,USDT
MFTUSDT,BREAK,MFT,USDT
KEYUSDT,BREAK,KEY,USDT
STORMUSDT,BREAK,STORM,USDT
DOCKUSDT,BREAK,DOCK,USDT
WANUSDT,TRADING,WAN,USDT
FUNUSDT,TRADING,FUN,USDT
CVCUSDT,TRADING,CVC,USDT
BTTTRX,BREAK,BTT,TRX
WINTRX,TRADING,WIN,TRX
CHZBNB,TRADING,CHZ,BNB
CHZBTC,TRADING,CHZ,BTC
CHZUSDT,TRADING,CHZ,USDT
BANDBNB,BREAK,BAND,BNB
BANDBTC,TRADING,BAND,BTC
BANDUSDT,TRADING,BAND,USDT
BNBBUSD,BREAK,BNB,BUSD
BTCBUSD,BREAK,BTC,BUSD
BUSDUSDT,BREAK,BUSD,USDT
BEAMBNB,BREAK,BEAM,BNB
BEAMBTC,BREAK,BEAM,BTC
BEAMUSDT,BREAK,BEAM,USDT
XTZBNB,BREAK,XTZ,BNB
XTZBTC,TRADING,XTZ,BTC
XTZUSDT,TRADING,XTZ,USDT
RENUSDT,BREAK,REN,USDT
RVNUSDT,TRADING,RVN,USDT
HCUSDT,BREAK,HC,USDT
HBARBNB,TRADING,HBAR,BNB
HBARBTC,TRADING,HBAR,BTC
HBARUSDT,TRADING,HBAR,USDT
NKNBNB,BREAK,NKN,BNB
NKNBTC,TRADING,NKN,BTC
NKNUSDT,TRADING,NKN,USDT
XRPBUSD,BREAK,XRP,BUSD
ETHBUSD,BREAK,ETH,BUSD
BCHABCBUSD,BREAK,BCHABC,BUSD
LTCBUSD,BREAK,LTC,BUSD
LINKBUSD,BREAK,LINK,BUSD
ETCBUSD,BREAK,ETC,BUSD
STXBNB,TRADING,STX,BNB
STXBTC,TRADING,STX,BTC
STXUSDT,TRADING,STX,USDT
KAVABNB,BREAK,KAVA,BNB
KAVABTC,TRADING,KAVA,BTC
KAVAUSDT,TRADING,KAVA,USDT
BUSDNGN,BREAK,BUSD,NGN
BNBNGN,BREAK,BNB,NGN
BTCNGN,BREAK,BTC,NGN
ARPABNB,BREAK,ARPA,BNB
ARPABTC,TRADING,ARPA,BTC
ARPAUSDT,TRADING,ARPA,USDT
TRXBUSD,BREAK,TRX,BUSD
EOSBUSD,BREAK,EOS,BUSD
IOTXUSDT,TRADING,IOTX,USDT
RLCUSDT,TRADING,RLC,USDT
MCOUSDT,BREAK,MCO,USDT
XLMBUSD,BREAK,XLM,BUSD
ADABUSD,BREAK,ADA,BUSD
CTXCBNB,BREAK,CTXC,BNB
CTXCBTC,BREAK,CTXC,BTC
CTXCUSDT,BREAK,CTXC,USDT
BCHBNB,TRADING,BCH,BNB
BCHBTC,TRADING,BCH,BTC
BCHUSDT,TRADING,BCH,USDT
BCHUSDC,TRADING,BCH,USDC
BCHTUSD,BREAK,BCH,TUSD
BCHPAX,BREAK,BCH,PAX
BCHBUSD,BREAK,BCH,BUSD
BTCRUB,BREAK,BTC,RUB
ETHRUB,BREAK,ETH,RUB
XRPRUB,BREAK,XRP,RUB
BNBRUB,BREAK,BNB,RUB
TROYBNB,BREAK,TROY,BNB
TROYBTC,BREAK,TROY,BTC
TROYUSDT,BREAK,TROY,USDT
BUSDRUB,BREAK,BUSD,RUB
QTUMBUSD,BREAK,QTUM,BUSD
VETBUSD,BREAK,VET,BUSD
VITEBNB,BREAK,VITE,BNB
VITEBTC,BREAK,VITE,BTC
VITEUSDT,BREAK,VITE,USDT
FTTBNB,BREAK,FTT,BNB
FTTBTC,BREAK,FTT,BTC
FTTUSDT,TRADING,FTT,USDT
BTCTRY,TRADING,BTC,TRY
